Events,results,white_elo,black_elo,white_rating_diff,black_rating_diff,ecos,openings,time_control,termination,game_id
Rated Blitz game,1-0,1528,1251,4,-4,C27,Vienna Game,60+10,Normal,4346
Rated Blitz game,0-1,1863,1657,-18,19,B01,Scandinavian Defense,420+0,Normal,4352
Rated Bullet game,1-0,2020,2043,12,-14,B06,"Modern Defense: Two Knights Variation, Suttles Variation",60+0,Normal,4353
Rated Classical game,0-1,1624,2048,-2,5,A00,Hungarian Opening,300+8,Normal,4354
Rated Bullet game,1-0,2130,1714,3,-2,D10,Slav Defense #2,120+0,Normal,4355
Rated Bullet game,1-0,2029,2032,13,-11,B00,Owen Defense,60+0,Normal,4359
Rated Bullet game,0-1,2021,2042,-11,12,A11,English Opening: Caro-Kann Defensive System,60+0,Normal,4362
Rated Bullet game,0-1,1712,2133,-2,2,D10,Slav Defense #2,120+0,Normal,4364
Rated Blitz game,0-1,1695,1887,-6,6,C44,"Scotch Game: Scotch Gambit, Goering Gambit Declined",180+3,Normal,4366
Rated Blitz game,1-0,1638,1163,7,-1,C01,French Defense: Mediterranean Defense,180+4,Normal,4367
Rated Blitz game,0-1,1247,1532,-4,4,C22,Center Game: Normal Variation,60+10,Normal,4368
Rated Blitz game,1-0,1162,1645,23,-89,A00,Van't Kruijs Opening,180+4,Normal,4369
Rated Classical game,1-0,1367,1185,6,-7,C40,King's Pawn Game: Damiano Defense,480+8,Time forfeit,4371
Rated Bullet game,1-0,2010,2135,15,-19,A03,Bird Opening: Dutch Variation,120+0,Normal,4375
Rated Bullet game,1-0,2054,1563,1,-2,B00,"Nimzowitsch Defense: Kennedy Variation, Riemann Defense",60+0,Time forfeit,4377
Rated Blitz game,1-0,1556,1185,10,-3,C00,French Defense: Normal Variation,180+4,Normal,4378
Rated Classical game,0-1,1344,1415,-9,14,C50,"Italian Game: Giuoco Pianissimo, Normal",480+0,Time forfeit,4380
Rated Classical game,1-0,2053,1622,4,-2,C01,"French Defense: Exchange Variation, Monte Carlo Variation",300+8,Normal,4381
Rated Bullet game,0-1,1729,2116,-2,3,B15,Caro-Kann Defense: Gurgenidze System,120+0,Normal,4382
Rated Classical game,1-0,1306,1317,12,-19,C40,King's Pawn Game: Damiano Defense,540+0,Normal,4383
Rated Blitz game,1-0,1536,1243,4,-4,D00,Queen's Pawn Game #2,60+10,Normal,4386
Rated Blitz game,1/2-1/2,1776,1200,-9,98,B00,Owen Defense,300+3,Normal,4388
Rated Classical game,0-1,1620,2057,-2,4,A00,Hungarian Opening,300+8,Normal,4390
Rated Blitz game,0-1,1182,1566,-3,9,A00,Van't Kruijs Opening,180+4,Normal,4394
Rated Bullet game,0-1,2119,2025,-18,14,D02,Queen's Pawn Game: Zukertort Variation,60+1,Normal,4396
Rated Blitz game,1-0,1663,1178,2,-5,A40,Horwitz Defense,180+3,Time forfeit,4400
Rated Bullet game,0-1,1710,2055,-3,3,A41,Queen's Pawn Game: Anglo-Slav Opening,60+0,Normal,4403
Rated Blitz game,1-0,1851,1642,13,-5,C00,French Defense: Knight Variation,300+1,Normal,4404
Rated Classical game,1-0,1990,1828,15,-15,D15,Slav Defense: Three Knights Variation,900+0,Normal,4405
Rated Bullet game,0-1,2039,2058,-11,12,B06,"Modern Defense: Two Knights Variation, Suttles Variation",60+0,Normal,4409
Rated Blitz game,1-0,1854,1575,4,-14,C44,Scotch Game: Relfsson Gambit,420+0,Normal,4411
Rated Blitz game,1-0,2180,2054,7,-8,B12,Caro-Kann Defense: Advance Variation,180+1,Normal,4417
Rated Classical game,0-1,1540,2005,-1,3,C50,"Italian Game: Giuoco Pianissimo, Normal",660+6,Normal,4427
Rated Blitz game,0-1,1858,1745,-15,22,B32,Sicilian Defense: Open #2,420+0,Normal,4429
Rated Bullet game,0-1,2028,1974,-12,13,C50,Italian Game: Giuoco Pianissimo,60+1,Normal,4440
Rated Classical game,1-0,1981,1831,8,-7,D02,Queen's Pawn Game: Chigorin Variation,480+15,Normal,4447
Rated Bullet game,1-0,1987,2016,12,-12,B15,Caro-Kann Defense: Main Line,60+1,Normal,4448
Rated Blitz game,0-1,1552,1874,-3,4,C02,"French Defense: Advance Variation, Nimzowitsch System",180+1,Normal,4449
Rated Bullet game,0-1,1999,2004,-11,11,C97,"Ruy Lopez: Closed Variations, Chigorin Defense",60+1,Normal,4463
Rated Blitz game,0-1,1893,1615,-19,20,B32,Sicilian Defense: Kalashnikov Variation,180+3,Normal,4472
Rated Blitz game,0-1,1967,2046,-9,9,B02,"Alekhine Defense: Two Pawn Attack, Lasker Variation",180+0,Normal,4488
Rated Classical game,1-0,2061,1635,5,-2,B40,Sicilian Defense: French Variation,300+8,Time forfeit,4511
Rated Bullet game,0-1,1934,2015,-115,6,B03,"Alekhine Defense: Four Pawns Attack, Main Line",60+1,Time forfeit,4531
Rated Blitz game,1-0,1652,1896,18,-18,C14,"French Defense: Classical Variation, Rubinstein Variation",300+0,Time forfeit,4532
Rated Blitz game,0-1,1619,1892,-5,4,C24,Bishop's Opening: Berlin Defense,360+0,Normal,4534
Rated Blitz game,1-0,1874,1577,3,-4,B29,Sicilian Defense: Nimzowitsch Variation,180+3,Time forfeit,4535
Rated Blitz game,0-1,1738,2065,-3,3,D00,Queen's Pawn Game,180+0,Normal,4537
Rated Bullet game,0-1,2027,1764,-15,155,A03,Bird Opening: Dutch Variation,60+1,Normal,4546
Rated Bullet game,1-0,2070,1553,2,-1,C20,King's Pawn Game: Leonardis Variation,60+0,Normal,4547
Rated Blitz game,1-0,2068,1735,3,-3,D02,Queen's Pawn Game: Zukertort Variation,180+0,Normal,4550
Rated Bullet game,0-1,1819,2021,-55,6,C03,"French Defense: Tarrasch Variation, Guimard Defense",60+1,Time forfeit,4554
Rated Bullet game,0-1,2101,1952,-16,119,D05,Colle System,120+0,Normal,4571
Rated Classical game,0-1,1500,2066,-25,4,B45,Sicilian Defense: Four Knights Variation,300+8,Normal,4574
Rated Blitz game,0-1,1881,1961,-9,9,A01,Nimzo-Larsen Attack: Modern Variation #3,180+0,Time forfeit,4575
Rated Blitz game,0-1,1614,2023,-2,2,B21,Sicilian Defense: Smith-Morra Gambit #2,360+0,Normal,4576
Rated Blitz game,1-0,1970,1872,8,-8,B00,Owen Defense,180+0,Normal,4584
Rated Bullet game,1-0,2012,1478,1,-7,A03,Bird Opening: Dutch Variation,60+1,Normal,4585
Rated Classical game,1-0,2070,1783,8,-5,B10,Caro-Kann Defense: Accelerated Panov Attack #2,300+8,Normal,4586
Rated Blitz game,1-0,1670,1878,17,-18,C41,Philidor Defense #2,300+0,Normal,4592
Rated Blitz game,0-1,1629,1958,-3,3,B00,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",240+0,Time forfeit,4603
Rated Blitz game,1-0,1894,1860,22,-10,C41,Philidor Defense: Steinitz Variation,180+2,Normal,4608
Rated Blitz game,0-1,1864,1978,-8,8,A01,Nimzo-Larsen Attack: Classical Variation,180+0,Normal,4617
Rated Blitz game,0-1,1652,1856,-6,6,A40,Polish Defense,240+0,Normal,4625
Rated Bullet game,0-1,1843,2072,-5,5,B06,"Modern Defense: Two Knights Variation, Suttles Variation",60+0,Time forfeit,4626
Rated Bullet game,1-0,1895,2021,22,-15,E21,"Nimzo-Indian Defense: Three Knights Variation, Duchamp Variation",60+1,Time forfeit,4631
Rated Blitz game,1-0,1864,1654,12,-5,C41,Philidor Defense #3,240+0,Normal,4632
Rated Bullet game,1-0,2013,1907,8,-12,C02,"French Defense: Advance Variation, Nimzowitsch System",60+1,Time forfeit,4635
Rated Blitz game,1-0,2018,1937,11,-8,E61,King's Indian Defense,180+0,Time forfeit,4637
Rated Bullet game,1-0,2006,1917,8,-12,C02,"French Defense: Advance Variation, Nimzowitsch System",60+1,Normal,4638
Rated Blitz game,1-0,1724,1862,15,-16,A40,Polish Defense,240+0,Normal,4641
Rated Bullet game,0-1,1905,2014,-11,8,B10,Caro-Kann Defense,60+1,Time forfeit,4649
Rated Bullet game,0-1,1838,1894,-10,13,C01,French Defense: Exchange Variation,0+2,Normal,4653
Rated Classical game,1-0,2078,1639,4,-3,B30,Sicilian Defense: Old Sicilian,300+8,Normal,4655
Rated Bullet game,0-1,1815,2022,-6,6,B02,Alekhine Defense: Two Pawn Attack,60+1,Normal,4659
Rated Blitz game,0-1,1986,1850,-15,16,C41,Philidor Defense #4,180+2,Normal,4662
Rated Bullet game,1-0,1907,1828,12,-8,A40,"Englund Gambit Declined, Reversed Alekhine",0+2,Normal,4663
Rated Classical game,0-1,2082,1837,-40,21,B01,Scandinavian Defense: Mieses-Kotroc Variation,300+8,Normal,4670
Rated Blitz game,0-1,1929,1872,-12,13,C00,French Defense: Knight Variation,180+0,Time forfeit,4671
Rated Bullet game,1-0,1919,2028,19,-15,D31,"Semi-Slav Defense: Noteboom Variation, Anti-Noteboom Gambit",60+1,Time forfeit,4676
Rated Blitz game,1-0,1745,1854,15,-15,A40,Polish Defense,180+0,Time forfeit,4677
Rated Blitz game,0-1,1891,1917,-12,9,D37,Queen's Gambit Declined: Three Knights Variation,180+0,Normal,4684
Rated Blitz game,0-1,1727,1885,-7,7,C20,King's Pawn Game: Wayward Queen Attack,240+1,Time forfeit,4685
Rated Blitz game,1-0,1971,1662,3,-4,D00,Blackmar-Diemer Gambit: Ziegler Defense,180+0,Normal,4692
Rated Blitz game,0-1,1692,1866,-6,6,C57,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",300+0,Normal,4700
Rated Blitz game,0-1,1974,2080,-8,9,C99,"Ruy Lopez: Morphy Defense, Chigorin Defense, Panov System",180+0,Time forfeit,4701
Rated Blitz game,0-1,1926,1879,-11,14,D60,"Queen's Gambit Declined: Orthodox Defense, Botvinnik Variation",180+0,Time forfeit,4713
Rated Blitz game,0-1,1942,2055,-7,7,B03,Alekhine Defense #3,180+0,Normal,4717
Rated Blitz game,1-0,1893,1915,13,-11,D37,Queen's Gambit Declined: Three Knights Variation,180+0,Normal,4724
Rated Blitz game,1-0,1866,1635,5,-6,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,300+0,Normal,4734
Rated Blitz game,0-1,1629,1871,-4,5,A21,"English Opening: King's English Variation, Kramnik-Shirov Counterattack",300+0,Normal,4739
Rated Bullet game,0-1,1786,2085,-4,4,B10,Caro-Kann Defense,120+0,Normal,4742
Rated Bullet game,0-1,2013,1809,-17,18,A15,"English Opening: Anglo-Indian Defense, King's Indian Formation",60+1,Normal,4744
Rated Blitz game,1-0,2062,1935,7,-7,A04,Zukertort Opening: Sicilian Invitation,240+0,Normal,4746
Rated Bullet game,1-0,2089,1980,10,-7,A49,Indian Game: Przepiorka Variation,120+0,Normal,4751
Rated Blitz game,0-1,1966,1776,-17,16,C10,French Defense: Marshall Variation,180+0,Normal,4756
Rated Blitz game,1-0,2089,1651,2,-1,B30,Sicilian Defense: Old Sicilian,240+0,Normal,4759
Rated Blitz game,1/2-1/2,1761,1928,5,-5,A45,Indian Game: Tartakower Attack,180+0,Time forfeit,4767
Rated Classical game,1/2-1/2,1780,1913,4,-4,B10,Caro-Kann Defense,360+6,Normal,4769
Rated Blitz game,0-1,1654,1876,-5,11,D30,Queen's Gambit Declined,240+0,Normal,4776
Rated Classical game,0-1,2042,1834,-36,17,B01,Scandinavian Defense: Modern Variation #2,300+8,Normal,4777
Rated Blitz game,0-1,1904,1923,-10,10,D91,"Gruenfeld Defense: Three Knights Variation, Petrosian System",180+0,Time forfeit,4778
Rated Bullet game,0-1,1996,1988,-12,12,A03,Bird Opening: Dutch Variation,60+1,Normal,4793
Rated Bullet game,1-0,2000,1984,10,-11,B03,Alekhine Defense: Exchange Variation,60+1,Normal,4803
Rated Classical game,0-1,1910,1726,-17,17,B10,Caro-Kann Defense,540+5,Time forfeit,4810
Rated Blitz game,1-0,1877,1791,9,-8,B50,Sicilian Defense,180+3,Time forfeit,4816
Rated Bullet game,0-1,1973,1973,-11,12,A40,"Englund Gambit Declined, Reversed French",60+1,Normal,4818
Rated Blitz game,0-1,1892,1933,-10,10,E81,"King's Indian Defense: Saemisch Variation, Normal Defense",180+0,Normal,4821
Rated Bullet game,1-0,1820,1985,16,-17,C21,"Danish Gambit Declined, Sorensen Defense",60+1,Normal,4831
Rated Blitz game,1-0,1949,1795,7,-7,D00,"Blackmar-Diemer Gambit Declined, O'Kelly Defense",180+0,Time forfeit,4833
Rated Bullet game,0-1,1836,2077,-5,5,B06,"Modern Defense: Two Knights Variation, Suttles Variation",60+0,Normal,4839
Rated Classical game,1-0,1909,1784,7,-7,A52,Budapest Defense: Adler Variation,360+6,Time forfeit,4840
Rated Blitz game,0-1,1783,1886,-8,9,E70,King's Indian Defense: Normal Variation,180+3,Normal,4842
Rated Blitz game,0-1,1858,1795,-14,14,C44,Scotch Game: Relfsson Gambit,420+0,Normal,4849
Rated Bullet game,0-1,2082,1831,-20,18,B01,Scandinavian Defense: Boehnke Gambit,60+0,Normal,4851
Rated Classical game,1/2-1/2,2006,1668,-18,8,C41,Philidor Defense: Exchange Variation #2,300+8,Normal,4856
Rated Blitz game,0-1,1788,1956,-6,6,D07,"Queen's Gambit Refused: Chigorin Defense, Main Line",180+0,Normal,4857
Rated Bullet game,0-1,1849,2062,-5,6,B07,Pirc Defense #5,60+0,Normal,4860
Rated Blitz game,1-0,1895,1775,8,-8,C44,"Scotch Game: Scotch Gambit, London Defense",180+3,Time forfeit,4868
Rated Bullet game,1-0,2068,1844,5,-5,B01,Scandinavian Defense: Boehnke Gambit,60+0,Normal,4882
Rated Bullet game,1-0,2073,1500,2,-24,A40,Queen's Pawn,120+0,Normal,4886
Rated Bullet game,0-1,1500,2073,-24,2,B23,Sicilian Defense: Closed Variation,120+0,Normal,4887
Rated Bullet game,0-1,1532,2073,-1,1,B07,Rat Defense: Harmonist,60+0,Time forfeit,4889
Rated Blitz game,1-0,1906,1962,13,-13,D07,"Queen's Gambit Refused: Chigorin Defense, Main Line",180+0,Time forfeit,4894
Rated Bullet game,0-1,1161,2075,-1,0,A00,Van't Kruijs Opening,120+0,Time forfeit,4899
Rated Bullet game,1-0,2099,1703,3,-2,D02,Queen's Pawn Game: Chigorin Variation,60+0,Normal,4900
Rated Bullet game,0-1,1701,2102,-3,2,B01,Scandinavian Defense: Blackburne Gambit,60+0,Time forfeit,4904
Rated Bullet game,0-1,1509,2075,-1,2,D00,Queen's Pawn Game: Chigorin Variation,120+0,Time forfeit,4907
Rated Bullet game,1-0,2104,1698,3,-2,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",60+0,Normal,4908
Rated Bullet game,1-0,2074,2107,14,-15,B12,Caro-Kann Defense: Modern Variation,60+0,Normal,4911
Rated Blitz game,1-0,1949,1767,6,-6,B20,Sicilian Defense: Wing Gambit,180+3,Time forfeit,4920
Rated Bullet game,0-1,1702,2092,-2,3,B11,Caro-Kann Defense,60+0,Time forfeit,4924
Rated Bullet game,1-0,2088,2095,13,-14,B15,Caro-Kann Defense: Main Line,60+0,Time forfeit,4927
Rated Blitz game,1/2-1/2,1651,1913,4,-107,D08,Queen's Gambit Refused: Albin Countergambit,240+0,Time forfeit,4928
Rated Classical game,1-0,1851,1916,13,-13,B18,Caro-Kann Defense: Classical Variation,360+6,Time forfeit,4929
Rated Blitz game,1-0,1943,2043,13,-16,B23,Sicilian Defense: Closed #2,180+0,Normal,4930
Rated Bullet game,1-0,2081,1703,3,-2,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",60+0,Time forfeit,4939
Rated Blitz game,1-0,1903,1761,7,-7,B51,Sicilian Defense: Canal-Sokolsky Attack,180+3,Time forfeit,4948
Rated Blitz game,1-0,2131,1955,10,-6,A04,Zukertort Opening: Black Mustang Defense,180+0,Time forfeit,4950
Rated Classical game,0-1,1829,1988,-7,13,B44,"Sicilian Defense: Paulsen Variation, Szen Variation",300+8,Normal,4975
Rated Blitz game,1-0,2141,1818,5,-3,A04,Reti Opening #2,180+0,Time forfeit,4983
Rated Classical game,0-1,1903,1922,-10,31,D43,Semi-Slav Defense,360+6,Time forfeit,4984
Rated Blitz game,0-1,1647,1887,-4,4,B10,Caro-Kann Defense: Accelerated Panov Attack #2,300+0,Normal,4985
Rated Blitz game,1-0,2146,1956,9,-5,A08,King's Indian Attack,180+0,Time forfeit,4992
Rated Classical game,0-1,1858,1869,-13,11,B01,Scandinavian Defense: Mieses-Kotroc Variation,300+15,Normal,5013
Rated Blitz game,1-0,1643,1910,18,-19,C26,Vienna Game: Falkbeer Variation,180+3,Normal,5014
Rated Blitz game,0-1,1488,2155,-1,1,B20,Sicilian Defense: Bowdler Attack,180+0,Time forfeit,5021
Rated Blitz game,1-0,1812,1949,17,-16,B00,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",180+2,Normal,5024
Rated Classical game,1-0,2001,1697,7,-5,C01,"French Defense: Exchange Variation, Monte Carlo Variation",300+8,Normal,5025
Rated Bullet game,0-1,1813,2101,-4,4,B07,Pirc Defense #4,60+0,Time forfeit,5031
Rated Blitz game,0-1,1933,1916,-11,24,B01,Scandinavian Defense,180+0,Time forfeit,5036
Rated Blitz game,0-1,1856,1790,-13,13,C00,French Defense: Knight Variation,180+0,Time forfeit,5047
Rated Classical game,1/2-1/2,1880,1893,0,0,D10,Slav Defense,360+6,Normal,5048
Rated Bullet game,1-0,1862,1714,7,-8,C44,Ponziani Opening: Jaenisch Counterattack,60+0,Time forfeit,5050
Rated Classical game,1-0,2008,1459,3,-22,B50,Sicilian Defense: Delayed Alapin,300+8,Normal,5051
Rated Bullet game,1-0,1706,1869,20,-17,B40,Sicilian Defense: Marshall Counterattack,60+0,Normal,5055
Rated Bullet game,1-0,1852,1726,8,-9,C44,Ponziani Opening: Jaenisch Counterattack,60+0,Normal,5063
Rated Classical game,0-1,1578,1880,-4,4,C57,"Italian Game: Two Knights Defense, Fritz Variation",660+6,Normal,5065
Rated Blitz game,0-1,2156,1737,-33,22,A04,Zukertort Opening: Queen's Gambit Invitation,180+0,Time forfeit,5069
Rated Bullet game,0-1,2105,2044,-14,16,B21,Sicilian Defense: Smith-Morra Gambit,60+0,Normal,5076
Rated Bullet game,1-0,2060,2091,14,-14,E94,"King's Indian Defense: Orthodox Variation, Positional Defense",60+0,Normal,5078
Rated Blitz game,1-0,2123,1568,2,-1,A04,Zukertort Opening: Sicilian Invitation,180+0,Time forfeit,5090
Rated Blitz game,0-1,1759,1894,-7,7,D00,Queen's Pawn Game,180+0,Normal,5094
Rated Classical game,0-1,1663,1967,-4,4,D00,Queen's Pawn Game,480+5,Normal,5095
Rated Blitz game,1-0,1901,1752,6,-7,D06,Queen's Gambit,180+0,Normal,5098
Rated Blitz game,1-0,1919,1951,13,-12,E90,"King's Indian Defense: Normal Variation, Rare Defenses",180+0,Normal,5101
Rated Blitz game,0-1,1745,1907,-6,6,D00,Queen's Pawn Game,180+0,Normal,5107
Rated Blitz game,1-0,1891,1785,8,-10,B15,Caro-Kann Defense: Rasa-Studier Gambit,180+3,Normal,5112
Rated Bullet game,0-1,1860,2077,-6,6,A41,Queen's Pawn,60+0,Normal,5118
Rated Classical game,0-1,1628,1903,-4,19,B04,"Alekhine Defense: Modern Variation, Larsen Variation",1200+2,Normal,5120
Rated Classical game,1-0,1880,1893,12,-11,D10,Slav Defense,360+6,Normal,5122
Rated Bullet game,0-1,2083,2084,-12,13,C00,French Defense: Normal Variation,60+0,Normal,5124
Rated Classical game,1-0,1603,2011,20,-40,A06,Reti Opening,300+8,Time forfeit,5128
Rated Bullet game,0-1,2097,1854,-21,19,A40,Horwitz Defense,60+0,Normal,5131
Rated Bullet game,0-1,1962,2071,-8,8,B07,Rat Defense: Accelerated Gurgenidze,60+0,Time forfeit,5137
Rated Blitz game,0-1,1739,2125,-2,4,A45,Indian Game,180+0,Normal,5140
Rated Classical game,1-0,1892,1882,10,-11,E60,"King's Indian Defense: Normal Variation, King's Knight Variation",360+6,Normal,5145
Rated Blitz game,0-1,1798,1939,-52,6,D40,Queen's Gambit Declined: Semi-Tarrasch Defense,180+0,Normal,5146
Rated Bullet game,0-1,1873,2076,-5,6,B01,Scandinavian Defense: Blackburne-Kloosterboer Gambit,60+0,Time forfeit,5147
Rated Bullet game,1-0,2079,2082,12,-13,C00,French Defense: Normal Variation,60+0,Normal,5149
Rated Blitz game,1-0,2129,1737,3,-3,A04,Zukertort Opening: Queen's Gambit Invitation,180+0,Normal,5153
Rated Blitz game,1-0,2071,1811,5,-4,E04,Catalan Opening: Open Defense,180+1,Normal,5156
Rated Classical game,0-1,1922,1624,-85,17,C44,King's Pawn Game: Dresden Opening,1200+2,Normal,5159
Rated Blitz game,0-1,1854,1945,-11,8,B08,Pirc Defense: Classical Variation,180+0,Normal,5162
Rated Classical game,0-1,1589,1884,-4,3,C77,"Ruy Lopez: Morphy Defense, Tarrasch Variation",300+15,Normal,5175
Rated Blitz game,1-0,1953,1843,8,-10,C26,Vienna Game: Stanley Variation,180+0,Time forfeit,5176
Rated Classical game,1-0,1971,1730,5,-4,B07,King's Pawn Game: Maroczy Defense,720+29,Normal,5179
Rated Bullet game,0-1,1955,2091,-7,8,B07,Pirc Defense #5,60+0,Time forfeit,5180
Rated Bullet game,0-1,1727,2069,-4,3,B07,Pirc Defense #5,120+0,Time forfeit,5184
Rated Blitz game,1/2-1/2,1782,1899,3,-4,D10,Slav Defense: Winawer Countergambit,180+3,Normal,5190
Rated Bullet game,0-1,1948,2099,-6,7,B50,Sicilian Defense,60+0,Time forfeit,5193
Rated Bullet game,1-0,1868,1639,5,-5,B01,Scandinavian Defense: Mieses-Kotroc Variation,60+0,Time forfeit,5195
Rated Blitz game,0-1,1776,1922,-7,7,C50,"Italian Game: Giuoco Pianissimo, Normal",240+0,Normal,5198
Rated Bullet game,0-1,2106,1942,-17,15,B00,Owen Defense,60+0,Time forfeit,5199
Rated Bullet game,1-0,1634,1873,18,-19,C00,French Defense: La Bourdonnais Variation,60+0,Normal,5207
Rated Blitz game,0-1,1755,1891,-34,7,D30,Queen's Gambit Declined: Traditional Variation,300+0,Time forfeit,5210
Rated Bullet game,1-0,1854,1652,6,-5,D40,Queen's Gambit Declined: Semi-Tarrasch Defense,60+0,Normal,5214
Rated Blitz game,1-0,1931,1961,12,-12,B23,Sicilian Defense: Closed Variation,180+0,Normal,5217
Rated Blitz game,0-1,1895,1785,-15,14,B50,Sicilian Defense,180+3,Normal,5219
Rated Bullet game,0-1,1647,1860,-5,5,C01,French Defense: Exchange Variation,60+0,Time forfeit,5221
Rated Bullet game,1-0,1957,2089,15,-16,A41,Queen's Pawn Game: Anglo-Slav Opening,60+0,Time forfeit,5227
Rated Bullet game,1-0,1865,1642,5,-5,B00,"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation",60+0,Normal,5238
Rated Bullet game,1-0,2073,1707,3,-3,B06,Modern Defense: Standard Defense,60+0,Time forfeit,5239
Rated Bullet game,0-1,1637,1870,-5,6,C10,French Defense: Marshall Variation,60+0,Time forfeit,5244
Rated Classical game,1-0,1976,1697,4,-4,B44,Sicilian Defense: Paulsen Variation,720+29,Time forfeit,5250
Rated Classical game,0-1,1866,1735,-17,15,C41,Philidor Defense,300+20,Time forfeit,5259
Rated Blitz game,0-1,1940,1913,-24,11,B20,Sicilian Defense: Bowdler Attack,180+0,Normal,5268
Rated Bullet game,0-1,1427,1906,-1,4,B07,Pirc Defense #4,0+1,Time forfeit,5269
Rated Bullet game,0-1,1625,2076,-2,1,A41,Queen's Pawn,60+0,Normal,5272
Rated Bullet game,0-1,1839,1876,-10,10,C01,French Defense: Exchange Variation,60+0,Time forfeit,5275
Rated Blitz game,0-1,1661,1880,-5,5,C20,English Opening: The Whale,300+0,Normal,5278
Rated Blitz game,1-0,1876,1606,4,-6,B40,Sicilian Defense: Delayed Alapin Variation,300+0,Normal,5279
Rated Bullet game,0-1,1431,2077,-1,1,B07,Pirc Defense #4,0+1,Normal,5285
Rated Blitz game,1-0,1885,1656,5,-5,B33,Sicilian Defense: Lasker-Pelikan Variation,300+0,Normal,5288
Rated Blitz game,1-0,1924,1916,10,-20,D20,Queen's Gambit Accepted,180+0,Normal,5290
Rated Bullet game,1-0,1886,1829,10,-10,D07,"Queen's Gambit Refused: Chigorin Defense, Janowski Variation",60+0,Normal,5291
